english	translation	category	sub_category	source
Lag Did It? Are you there?	拉格，你搞砸了？你在吗？	manual	ai_cache	ai_cache_20260618
Talk to me, Lag Did It!	跟我说话，拉格迪德伊特！	manual	ai_cache	ai_cache_20260618
I'd like to talk to you, Lag Did It!	我想和你谈谈，拉格.迪德.伊特！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were RichardSuckl, Kissmytoez, & Streetking89!	前三名螃蟹粉碎者是RichardSuckl、Kissmytoez和Streetking89！	manual	ai_cache	ai_cache_20260618
Sandwiches, gotta2!	三明治，必须的！	manual	ai_cache	ai_cache_20260618
Come on gotta2, I made these specially!	来吧，gotta2，我特意为你做的！	manual	ai_cache	ai_cache_20260618
Did you hear me, gotta2?	你听到我说话了吗，gotta2？	manual	ai_cache	ai_cache_20260618
Greetings Eat Taints, I need your help.	你好，吃污物，我需要你的帮助。	manual	ai_cache	ai_cache_20260618
Talk to me, Eat Taints!	跟我说话，Eat Taints！	manual	ai_cache	ai_cache_20260618
Stop day-dreaming, Private elvakoo!	别做白日梦了，列兵埃尔瓦库！	manual	ai_cache	ai_cache_20260618
I'd like to talk to you, Eat Taints!	我想和你谈谈，Eat Taints！	manual	ai_cache	ai_cache_20260618
Hello, Eat Taints, are you there?	你好，Eat Taints，你在吗？	manual	ai_cache	ai_cache_20260618
Greetings, Master Artorias816!	你好，主人 Artorias816！	manual	ai_cache	ai_cache_20260618
Ehem... Master Artorias816?	咳咳……主人阿托里奥斯816？	manual	ai_cache	ai_cache_20260618
I need your help, K77K!	我需要你的帮助，K77K！	manual	ai_cache	ai_cache_20260618
Please help me, K77K.	请帮帮我，K77K。	manual	ai_cache	ai_cache_20260618
Name: <osrscn-name-0>	名字：<osrscn-name-0>	manual	ai_cache	ai_cache_20260618
Current XP:	当前经验值：	manual	ai_cache	ai_cache_20260618
Next level:	下一级：	manual	ai_cache	ai_cache_20260618
Message for you, <osrscn-name-0>!	给你带了口信，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Urgent message for you, <osrscn-name-0>?	<osrscn-name-0>，有急事找你？	manual	ai_cache	ai_cache_20260618
Hello, <osrscn-name-0>?	你好，<osrscn-name-0>？	manual	ai_cache	ai_cache_20260618
Someone needs your help, <osrscn-name-0>!	有人需要你的帮助，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Will you accept the message, <osrscn-name-0>?	你愿意接受这条消息吗，<osrscn-name-0>？	manual	ai_cache	ai_cache_20260618
Requires Underground Pass	需要地下通道权限	manual	ai_cache	ai_cache_20260618
The top three crab crushers were Osrs Otra, NoTime 2Die, & Six Trey!	前三名蟹粉碎者是 Osrs Otra、NoTime 2Die 和 Six Trey！	manual	ai_cache	ai_cache_20260618
Sandwiches, Iron Voxner!	三明治，铁维克斯纳！	manual	ai_cache	ai_cache_20260618
All types of sandwiches, Iron Voxner.	各种各样的三明治，铁盒.沃克斯纳。	manual	ai_cache	ai_cache_20260618
Sandwich delivery for Iron Voxner!	给铁维克斯纳送的三明治！	manual	ai_cache	ai_cache_20260618
'Ello der baby goy! *hic*	你好啊，小宝贝 goy！嗝	manual	ai_cache	ai_cache_20260618
Hey, baby goy!	嘿，小杂种！	manual	ai_cache	ai_cache_20260618
Did you hear me, Iron Voxner?	你听到我说话了吗，铁 沃克斯纳？	manual	ai_cache	ai_cache_20260618
Come on Iron Voxner, I made these specially!	来吧，铁 Voxner，我特意为你做的！	manual	ai_cache	ai_cache_20260618
I've got something for you, baby goy!	我有东西给你，小家伙！	manual	ai_cache	ai_cache_20260618
Dunt ignore your mate, baby goy!	别不理你的伙计，小家伙！	manual	ai_cache	ai_cache_20260618
Remaining:	剩余：	manual	ai_cache	ai_cache_20260618
Private roser pk, atten-SHUN!	罗斯尔列兵，立正！	manual	ai_cache	ai_cache_20260618
Get your rear in gear, Private roser pk!	振作起来，列兵 roser pk！	manual	ai_cache	ai_cache_20260618
I want you for my corps, Private roser pk!	我要你加入我的军团，列兵 roser pk！	manual	ai_cache	ai_cache_20260618
Stop day-dreaming, Private roser pk!	别白日做梦了，列兵 roser pk！	manual	ai_cache	ai_cache_20260618
I need your help, <osrscn-name-0>!	我需要你的帮助，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Can I borrow you for a minute, <osrscn-name-0>?	我能借用你一分钟吗，<osrscn-name-0>？	manual	ai_cache	ai_cache_20260618
Please help me, <osrscn-name-0>.	请帮帮我，<osrscn-name-0>。	manual	ai_cache	ai_cache_20260618
Ahahahaha, <osrscn-name-0>!	啊哈哈，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
I have come to check you, <osrscn-name-0>...	我来检查你，<osrscn-name-0>……	manual	ai_cache	ai_cache_20260618
<osrscn-name-0>? Are you there?	<osrscn-name-0>？你在吗？	manual	ai_cache	ai_cache_20260618
Hello? <osrscn-name-0>?	喂？<osrscn-name-0>？	manual	ai_cache	ai_cache_20260618
Please let me check you, <osrscn-name-0>!	请让我检查你，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
I'd like to talk to you, <osrscn-name-0>!	我想和你谈谈，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Talk to me, <osrscn-name-0>!	跟我说话，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
<osrscn-name-0>!	<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were <osrscn-name-0>, Runya Heru, & Osprey Jay!	前三名蟹粉碎者是<osrscn-name-0>、Runya Heru和Osprey Jay！	manual	ai_cache	ai_cache_20260618
You gained enough understanding of the crab to mine from its remains.	你对螃蟹有了足够的了解，可以从它的遗骸中开采。	manual	ai_cache	ai_cache_20260618
You have 359 days of membership left.	你还有359天会员时间。	manual	ai_cache	ai_cache_20260618
Excuse me, Tonk Fah?	打扰一下，托恩·法？	manual	ai_cache	ai_cache_20260618
Hey, Tonk Fah!	嘿，汤克·法！	manual	ai_cache	ai_cache_20260618
I'll give you a free potion, Tonk Fah!	我送你一瓶免费药水，东克·法！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were DC da Beast, <osrscn-name-1>, & <osrscn-name-0>!	前三名蟹粉碎者是 DC da Beast、<osrscn-name-1> 和 <osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Report to me for punishment, <osrscn-name-0>!	向我报到接受惩罚，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Come and be locked up, <osrscn-name-0>!	来被关起来吧，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
<osrscn-name-0>, you're under arrest!	<osrscn-name-0>，你被捕了！	manual	ai_cache	ai_cache_20260618
Hello, HALIBUT DUDE. I need a herb.	你好，大比目鱼伙计。我需要一株草药。	manual	ai_cache	ai_cache_20260618
I'll give you a free potion, HALIBUT DUDE!	我送你一瓶免费药水，HALIBUT DUDE！	manual	ai_cache	ai_cache_20260618
Can you hear me, HALIBUT DUDE?	你能听到我吗，大比目鱼伙计？	manual	ai_cache	ai_cache_20260618
Excuse me, HALIBUT DUDE?	打扰一下，大比目鱼伙计？	manual	ai_cache	ai_cache_20260618
Hey, HALIBUT DUDE!	嘿，大比目鱼伙计！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were <osrscn-name-0>, <osrscn-name-1>, & DC da Beast!	前三名螃蟹粉碎者分别是<osrscn-name-0>、<osrscn-name-1>和DC da Beast！	manual	ai_cache	ai_cache_20260618
I've come to arrest you, <osrscn-name-0>!	我是来逮捕你的，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Losthewin, you're under arrest!	Losthewin，你被捕了！	manual	ai_cache	ai_cache_20260618
Hello, <osrscn-name-0>. I need a herb.	你好，<osrscn-name-0>。我需要一种草药。	manual	ai_cache	ai_cache_20260618
I'll give you a free potion, <osrscn-name-0>!	我送你一瓶免费药水，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Hey, <osrscn-name-0>!	嘿，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Congratulations, you've just advanced your Combat level. You are now level 79.	恭喜！你的战斗技能升级至79级了。	manual	ai_cache	ai_cache_20260618
'Ello der <osrscn-name-0>! *hic*	你好啊，<osrscn-name-0>！嗝	manual	ai_cache	ai_cache_20260618
Oi, are you der <osrscn-name-0>!	喂，你来了吗<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Aww comeon, talk to ikle me <osrscn-name-0>!	哎呀拜托，和可爱的我聊聊吧<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Dunt ignore your mate, <osrscn-name-0>!	别不理你的朋友，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were <osrscn-name-0>, DC da Beast, & <osrscn-name-1>!	前三名螃蟹粉碎者是<osrscn-name-0>、DC da Beast和<osrscn-name-1>！	manual	ai_cache	ai_cache_20260618
Tokah 420 67? Are you there?	托卡 420 67？你在吗？	manual	ai_cache	ai_cache_20260618
Hello? Tokah 420 67?	喂？托卡 420 67？	manual	ai_cache	ai_cache_20260618
Greetings from the frog prince, The Last Elf!	来自青蛙王子、最后精灵的问候！	manual	ai_cache	ai_cache_20260618
Please respond to the frog prince, The Last Elf!	请回应青蛙王子，也就是“最后的精灵”！	manual	ai_cache	ai_cache_20260618
The frog prince needs your help, The Last Elf!	青蛙王子需要你的帮助，最后的精灵！	manual	ai_cache	ai_cache_20260618
Talk to the frog prince, The Last Elf!	去找青蛙王子，也就是“最后的精灵”！	manual	ai_cache	ai_cache_20260618
Greetings from the frog princess, <osrscn-name-0>!	来自青蛙公主的问候，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Talk to the frog princess, <osrscn-name-0>!	去找青蛙公主谈谈，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
Please respond to the frog princess, <osrscn-name-0>!	请回应青蛙公主，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were <osrscn-name-1>, DC da Beast, & <osrscn-name-0>!	前三名碎蟹者是<osrscn-name-1>、DC da Beast和<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
The frog princess needs your help, <osrscn-name-0>!	青蛙公主需要你的帮助，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
I've got something for you, <osrscn-name-0>!	我有东西给你，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were DC da Beast, <osrscn-name-0>, & GIM Jody!	前三名蟹粉碎者是 DC da Beast、<osrscn-name-0> 和 GIM Jody！	manual	ai_cache	ai_cache_20260618
Sandwiches, <osrscn-name-0>!	三明治，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
All types of sandwiches, <osrscn-name-0>.	各种类型的三明治，<osrscn-name-0>。	manual	ai_cache	ai_cache_20260618
Sandwich delivery for <osrscn-name-0>!	给<osrscn-name-0>送三明治！	manual	ai_cache	ai_cache_20260618
Did you hear me, <osrscn-name-0>?	你听到我说话了吗，<osrscn-name-0>？	manual	ai_cache	ai_cache_20260618
Achievement Diary - Ardougne	成就日志 - 阿多尼城	manual	ai_cache	ai_cache_20260618
Ardougne Area Tasks	阿多尼区域任务	manual	ai_cache	ai_cache_20260618
Have Wizard Cromperty teleport you to the Rune Essence	让法师克伦珀蒂传送你到符文精华矿床	manual	ai_cache	ai_cache_20260618
(94 Magic, Desert Treasure I)	(94魔法，沙漠宝藏 I)	manual	ai_cache	ai_cache_20260618
Enter the Combat Training Camp north of W. Ardougne.(Biohazard)	进入西阿多尼城北部的战斗训练营。(生物危害)	manual	ai_cache	ai_cache_20260618
mine.(Rune Mysteries)	开采(符文奥秘)	manual	ai_cache	ai_cache_20260618
Steal a cake from the Ardougne market stalls.(5 Thieving)	从阿多尼城市场摊位偷一块蛋糕。(5级盗窃)	manual	ai_cache	ai_cache_20260618
Sell Silk to Silk trader in Ardougne for 60 coins each.	将丝绸卖给阿多尼城的丝绸商人，每张60金币。	manual	ai_cache	ai_cache_20260618
Use the altar in East Ardougne's church.	使用东阿多尼城教堂中的祭坛。	manual	ai_cache	ai_cache_20260618
Go out fishing on the Fishing Trawler.	去钓鱼拖船上钓鱼。	manual	ai_cache	ai_cache_20260618
Have Tindel Marchant identify a Rusted Sword for you.	让廷德尔.马钱特为你鉴定一把生锈的剑。	manual	ai_cache	ai_cache_20260618
Use the Ardougne Lever to teleport to the Wilderness.	使用阿多尼镇拉杆传送到荒野。	manual	ai_cache	ai_cache_20260618
View Aleck's Hunter Emporium in Yanille.	查看亚尼勒城的阿莱克猎人商店。	manual	ai_cache	ai_cache_20260618
Check what pets you have Insured with Probita in	检查你在<地名>与普罗比塔投保的宠物	manual	ai_cache	ai_cache_20260618
Ardougne.	阿多尼城。	manual	ai_cache	ai_cache_20260618
(Attack XP)	(攻击经验值)	manual	ai_cache	ai_cache_20260618
(Aggressive)	(激进)	manual	ai_cache	ai_cache_20260618
(Stab)	(刺击)	manual	ai_cache	ai_cache_20260618
(Shared XP)	(共享经验值)	manual	ai_cache	ai_cache_20260618
(Strength XP)	(力量经验值)	manual	ai_cache	ai_cache_20260618
You cannot open the equip screen while in combat!	战斗中无法打开装备界面！	manual	ai_cache	ai_cache_20260618
The top three crab crushers were <osrscn-name-0>, <osrscn-name-1>, & GIM Jody!	前三名螃蟹粉碎者是<osrscn-name-0>、<osrscn-name-1>和GIM Jody！	manual	ai_cache	ai_cache_20260618
You look inside the cave, but see a blockage further in. It would take	你往洞穴里看，但发现更深处有个堵塞物。这需要	manual	ai_cache	ai_cache_20260618
something very big to clear it.	清理它需要非常大的东西。	manual	ai_cache	ai_cache_20260618
Ahahahaha, Fe w1ns0n!	啊哈哈，费温森！	manual	ai_cache	ai_cache_20260618
Please let me check you, Fe w1ns0n!	请让我检查你，Fe w1ns0n！	manual	ai_cache	ai_cache_20260618
I have come to check you, Fe w1ns0n...	我来检查你，Fe w1ns0n……	manual	ai_cache	ai_cache_20260618
Surprise exam, <osrscn-name-0>!	突击考试，<osrscn-name-0>！	manual	ai_cache	ai_cache_20260618
If I ever lose my Ardougne cloak I can speak to Two-pints	如果我弄丢了阿多尼斗篷，我可以去找双倍啤酒。	manual	ai_cache	ai_cache_20260618
at the Flying Horse Inn in Ardougne.	阿多尼城的飞马酒馆。	manual	ai_cache	ai_cache_20260618
Enter the Unicorn pen in Ardougne zoo using Fairy rings.	使用仙女环进入阿多尼动物园的独角兽圈。	manual	ai_cache	ai_cache_20260618
(Started Fairytale II - Cure a Queen)	（开始童话 II - 治愈女王）	manual	ai_cache	ai_cache_20260618
Grapple over Yanille's south wall.(39 Agility, 38 Strength, 21 Ranged)	抓钩越过亚尼勒城南墙 (39级敏捷，38级力量，21级远程)	manual	ai_cache	ai_cache_20260618
Harvest some strawberries from the Ardougne farming	从阿多尼城种植地收获一些草莓	manual	ai_cache	ai_cache_20260618
patch.(31 Farming)	种植地 (31 级农业)	manual	ai_cache	ai_cache_20260618
Cast the Ardougne Teleport spell.(51 Magic, Plague City)	施放阿多尼城传送术 (51级魔法，瘟疫之城)	manual	ai_cache	ai_cache_20260618
Travel to Castlewars by Hot Air Balloon.	乘坐热气球前往城堡战争。	manual	ai_cache	ai_cache_20260618
(50 Firemaking, Enlightened Journey)	(需要50级生火，启蒙之旅)	manual	ai_cache	ai_cache_20260618
Claim buckets of sand from Bert in Yanille.	从亚尼勒城的伯特那里领取沙桶。	manual	ai_cache	ai_cache_20260618
(49 Crafting, The Hand in the Sand)	（49个制作，沙中的手）	manual	ai_cache	ai_cache_20260618
Catch any fish on the Fishing Platform.(Started Sea Slug)	在钓鱼平台上钓到任何鱼。<br>(开始海蛞蝓)	manual	ai_cache	ai_cache_20260618
Pickpocket the master farmer north of Ardougne.(38 Thieving)	扒窃阿多尼城北部的农业大师。<br>(38级偷窃)	manual	ai_cache	ai_cache_20260618
There are no tasks available to you	没有任务适合你。	manual	ai_cache	ai_cache_20260618
Shellbane Adept	破壳者专家	manual	ai_cache	ai_cache_20260618
Dry Cleaning	干洗	manual	ai_cache	ai_cache_20260618
Brutus Novice	布鲁图斯新手	manual	ai_cache	ai_cache_20260618
Monster: Aberrant Spectre	怪物：变异幽灵	manual	ai_cache	ai_cache_20260618
Monster: Barrows	怪物：巴罗斯	manual	ai_cache	ai_cache_20260618
Monster: Black Dragon	怪物：黑龙	manual	ai_cache	ai_cache_20260618
Monster: Bloodveld	怪物：血魔	manual	ai_cache	ai_cache_20260618
Monster: Bryophyta	怪物：布赖奥菲塔	manual	ai_cache	ai_cache_20260618
Monster: Deranged Archaeologist	怪物：精神错乱的考古学家	manual	ai_cache	ai_cache_20260618
Monster: Fire Giant	怪物：火焰巨人	manual	ai_cache	ai_cache_20260618
Monster: None	怪物：无	manual	ai_cache	ai_cache_20260618
Monster: Greater Demon	怪物：大恶魔	manual	ai_cache	ai_cache_20260618
Collect some Nightshade from the Skavid Caves.(Started Watchtower)	从斯卡维德洞穴收集一些龙葵。 (开始瞭望塔)	manual	ai_cache	ai_cache_20260618
Kill a swordchick in the Tower of Life.(Tower of Life)	在生命之塔杀死一只剑鸡。 (生命之塔)	manual	ai_cache	ai_cache_20260618
Greetings <osrscn-name-0>, I need your help.	你好，<osrscn-name-0>，我需要你的帮助。	manual	ai_cache	ai_cache_20260618
Hello, <osrscn-name-0>, are you there?	你好，<osrscn-name-0>，你在吗？	manual	ai_cache	ai_cache_20260618
This week's game update brings Bank Tags for mobile and the Official Client, Leagues VI rewards tweaks, new Slayer unlocks for Frost Dragons, Trouver System Rework and more!	本周的游戏更新带来了移动设备和官方客户端的银行标签、联赛VI奖励调整、霜龙的新杀戮解锁、寻回系统重做以及更多！	manual	ai_cache	ai_cache_20260618
Did you know? You can buy a bolt pouch from Hirko in Keldagrim that lets you carry up to 5 different bolt types at once, including a mithril grapple.	你知道吗？你可以从凯尔达格林城的希尔科那里买一个弩箭袋，让你一次携带多达5种不同的弩箭类型，包括秘银抓钩。	manual	ai_cache	ai_cache_20260618
Chat-channel	聊天频道	manual	ai_cache	ai_cache_20260618
Not in channel	不在频道中	manual	ai_cache	ai_cache_20260618
Friends List - World 446	好友列表 - 世界446	manual	ai_cache	ai_cache_20260618
Loading friends list	加载好友列表	manual	ai_cache	ai_cache_20260618
You have 362 days of membership left.	你还有362天会员时间。	manual	ai_cache	ai_cache_20260618
Osrs Soa	OSRS - 战斗岛	manual	ai_cache	ai_cache_20260618
Ayyyy	啊伊伊	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Magic	需要：<Num0>级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Ranged, level <Num1> Magic	需要：<Num0>级远程、<Num1>级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, level <Num1> Ranged, level <Num2> Defence, level <Num3> Strength, level <Num4> Hitpoints, level <Num5> Magic	需要：祈祷等级<Num0>，远程等级<Num1>，防御等级<Num2>，力量等级<Num3>，生命值等级<Num4>，魔法等级<Num5>	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, level <Num1> Ranged, level <Num2> Magic, level <Num3> Defence, level <Num4> Attack, level <Num5> Hitpoints	需要：祈祷等级<Num0>，远程等级<Num1>，魔法等级<Num2>，防御等级<Num3>，攻击等级<Num4>，生命值等级<Num5>	manual	ai_cache	ai_cache_20260618
Name: <Num0>ldBald	名字：<Num0>ldBald	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, level <Num1> Ranged, level <Num2> Magic, level <Num3> Defence, level <Num4> Strength, level <Num5> Hitpoints	需要：祈祷等级<Num0>，远程等级<Num1>，魔法等级<Num2>，防御等级<Num3>，力量等级<Num4>，生命值等级<Num5>	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Magic, Desert Treasure I	需要：<Num0>级魔法，沙漠宝藏 I	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Strength, level <Num1> Magic, Secrets of the North	需要：<Num0>级力量，<Num1>级魔法，北方的秘密	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Defence	需要：<Num0>级防御	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Strength, level <Num1> Magic, Desert Treasure II - The Fallen Empire	需要：<Num0>级力量，<Num1>级魔法，沙漠宝藏 II-陨落的帝国	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Strength	需要：力量等级<Num0>	manual	ai_cache	ai_cache_20260618
You have <Num0> days of membership left.	你还有<Num0>天会员时间。	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Strength, The Great Brain Robbery	需要：<Num0>级力量，大脑大盗	manual	ai_cache	ai_cache_20260618
<Num0> unread	<Num0> 个未读	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Agility	需要：<Num0>级敏捷	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Agility, Roving Elves	需要：<Num0>级敏捷，游荡的精灵	manual	ai_cache	ai_cache_20260618
Are you sure you wish to switch to World <Num0>?	你确定要切换到世界<Num0>吗？	manual	ai_cache	ai_cache_20260618
Did you know? By default, the smallest max hitsplat shown is <Num0>, but there is a setting to change that in the Settings menu.	你知道吗？默认情况下，显示的最小最大伤害数字是<Num0>，但你可以在设置菜单中更改这个数值。	manual	ai_cache	ai_cache_20260618
Turbo s<Num0>:	涡轮 s<Num0>：	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, Recruitment Drive	需要：祈祷等级<Num0>，招募行动	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Ranged	需要：<Num0>级远程	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, The Slug Menace	需要：<Num0>级祈祷、蛞蝓的威胁	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Magic, The Fremennik Trials	需要：<Num0>级魔法、费明尼克试炼	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Magic, Lunar Diplomacy	需要：<Num0>级魔法，月之外交	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer	需要：祈祷等级<Num0>	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Ranged, The Fremennik Trials	需要：<Num0>级远程、费明尼克试炼	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Ranged, Dragon Slayer I	需要：<Num0>级远程、屠龙者 I	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Prayer, level <Num1> Ranged, level <Num2> Magic, level <Num3> Strength, level <Num4> Attack, level <Num5> Hitpoints	需要：祈祷等级<Num0>，远程等级<Num1>，魔法等级<Num2>，力量等级<Num3>，攻击等级<Num4>，生命值等级<Num5>	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Agility, Song of the Elves	需要：<Num0>级敏捷、精灵之歌	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Attack	需要：<Num0>级攻击	manual	ai_cache	ai_cache_20260618
Requires: Level <Num0> Ranged, level <Num1> Strength, level <Num2> Magic	需要：<Num0>级远程、<Num1>级力量、<Num2>级魔法	manual	ai_cache	ai_cache_20260618
Im almost <Num0>	我快<Num0>了	manual	ai_cache	ai_cache_20260618
Lvl <Num0>	等级<Num0>	manual	ai_cache	ai_cache_20260618
<lt><Num0>	< lt > <Num0>	manual	ai_cache	ai_cache_20260618
W stream W party @@@ Joyerino @@@ kick :<Num0>	W 流水 W 派对 @@@ 乔耶里诺 @@@ 踢：<Num0>	manual	ai_cache	ai_cache_20260618
Price of Rune kiteshield (g): GE average <Num0> HA value <Num1>	符文鸢盾价格 (g)：GE 平均 <Num0>，HA 价值 <Num1>	manual	ai_cache	ai_cache_20260618
Price of Rune scimitar: GE average <Num0> HA value <Num1>	符文弯刀价格：GE 平均 <Num0>，HA 估值 <Num1>	manual	ai_cache	ai_cache_20260618
<Num0>% of the time its somehow a scam	<Num0>% 的时候，它某种方式是个骗局	manual	ai_cache	ai_cache_20260618
Price of <Num0> x Sawmill coupon (oak plank): HA value <Num1> (<Num2>ea)	<Num0>张锯木厂券价格（橡木板）：HA价值<Num1> (<Num2>个)	manual	ai_cache	ai_cache_20260618
Come play game, ffggghhj<Num0>!	来玩游戏吧，ffggghj<Num0>！	manual	ai_cache	ai_cache_20260618
K<Num0>Ck@Joyerino <Num1>M Giveawy Dont Miss Out	K<Num0>Ck@Joyerino <Num1>M Giveawy 不要错过	manual	ai_cache	ai_cache_20260618
Hey, Axel Heart<Num0>!	嘿，Axel Heart<Num0>！	manual	ai_cache	ai_cache_20260618
Buying <Num0>a Pickaxe - Vantrex	购买<Num0>A镐 - 安特雷克斯	manual	ai_cache	ai_cache_20260618
Buying / Selling <Num0>a Pickaxes - ug<Num1>	买卖<Num0>a镐 - ug<Num1>	manual	ai_cache	ai_cache_20260618
Sell Bulks / collections - <Num0>ulky	出售大宗/收藏 -<Num0>ulky	manual	ai_cache	ai_cache_20260618
Selling bulks & <Num0>a axes @ kingofbulks	出售成捆的<Num0>A斧头，国王成捆处	manual	ai_cache	ai_cache_20260618
Buying all <Num0>a items	购买全部<Num0>a物品	manual	ai_cache	ai_cache_20260618
Buying <Num0>a pick / axe / long	购买<Num0>a镐/斧头/长柄	manual	ai_cache	ai_cache_20260618
I won <Num0>k but you can have it if you need it	我赢了<Num0>k，但如果你需要的话你可以拿走。	manual	ai_cache	ai_cache_20260618
Price of Strength potion(<Num0>): GE average <Num1> HA value <Num2>	力量药水 (<Num0>)：GE 平均 <Num1> HA 价值 <Num2>	manual	ai_cache	ai_cache_20260618
Price of Rune platelegs (g): GE average <Num0> HA value <Num1>	符文腿甲价格（金币）：GE 平均 <Num0>，HA 估值 <Num1>	manual	ai_cache	ai_cache_20260618
Price of Leather vambraces: GE average <Num0> HA value <Num1>	价格：GE 平均价 <Num0>，HA 估值 <Num1>	manual	ai_cache	ai_cache_20260618
I'd like to talk to you, LilithEden<Num0>!	我想和你谈谈，LilithEden<Num0>！	manual	ai_cache	ai_cache_20260618
Hello? LilithEden<Num0>?	喂？LilithEden<Num0>？	manual	ai_cache	ai_cache_20260618
If u think its a scam - dont play lmao - if u are gunna cry about <Num0>m - dont play	如果你觉得这是骗局——别玩了哈哈哈——如果你打算因为<Num0>00万而哭——别玩	manual	ai_cache	ai_cache_20260618
<Num0>-<Num1> goodie bag - win up to a gilded platebody - <Num2>m to play	<Num0>-<Num1>号礼物袋 - 可赢最高达镀金胸甲 - <Num2>00万金币起投	manual	ai_cache	ai_cache_20260618
Brb <lt><Num0>	马上回来<lt><Num0>	manual	ai_cache	ai_cache_20260618
<Num0> dose	<Num0>份	manual	ai_cache	ai_cache_20260618
<Num0> doses	<Num0>份	manual	ai_cache	ai_cache_20260618
You want play game, <Num0>mg XANAX!	你想玩游戏吗，<Num0>mg XANAX！	manual	ai_cache	ai_cache_20260618
You like hitting things, <Num0>mg XANAX?	你喜欢打东西，<Num0>mg XANAX？	manual	ai_cache	ai_cache_20260618
I'd like to talk to you, MrRoger<Num0>!	我想跟你谈谈，MrRoger<Num0>！	manual	ai_cache	ai_cache_20260618
You last logged in <Num0> hour, <Num1> minutes ago.	你上次登录是在<Num0>小时前<Num1>分钟。	manual	ai_cache	ai_cache_20260618
<u=ffff<Num0>>Combat Options panel</u>	<u=ffff<Num0>>战斗选项面板</u>	manual	ai_cache	ai_cache_20260618
<u=<Num0>dc<Num1>d>The Grand Tree</u>	<u=<Num0>dc<Num1>d>大树家园</u>	manual	ai_cache	ai_cache_20260618
<u=<Num0>dc<Num1>d>Waterfall Quest</u>	<u=<Num0>dc<Num1>d>瀑布任务</u>	manual	ai_cache	ai_cache_20260618
<u=<Num0>dc<Num1>d>Tree Gnome Village</u>	<u=<Num0>dc<Num1>d>地精村庄</u>	manual	ai_cache	ai_cache_20260618
<u=<Num0>dc<Num1>d>Vampyre Slayer</u>	<u=<Num0>dc<Num1>d>吸血鬼杀手</u>	manual	ai_cache	ai_cache_20260618
